tf	score	n_a	n_b	n_shared	expected	replication_raw	replication
SPI1	300	18984	12260	11420	2122.2197501595697	0.76652185510044	0.917141624764137
HOXB13	300	4463	8745	3019	355.8761283851555	0.5108383305872938	0.6484157660839565
ESR1	300	30437	27781	23072	7710.133099297894	0.7942602174920059	0.7653813348821882
ATF2	300	2862	7096	1983	185.1805598614024	0.4861626652391048	0.6716252180406729
POU2AF1	300	3139	2418	2354	69.20855293152184	0.8617261006505578	0.9727519443755306
ZFP37	300	356	0	0	0.0	0.0	0.0
AR	300	20748	21582	16467	4083.0066198595787	0.7783319006761789	0.7431142093880672
TCF12	300	8710	5763	1754	457.6979119175709	0.25286654860881597	0.24434086251080384
BMAL1	300	6198	5548	4510	313.5452174705936	0.7702798167560156	0.8016985449058718
GMEB1	300	7018	4492	4068	287.4519558676028	0.7426311479424363	0.8991568188662494
TRIM28	300	2879	14132	2353	370.9859396370931	0.49189961477684674	0.7902723081528944
CTCFL	300	5324	13159	4648	638.812036108325	0.6131230641539709	0.855715500592533
POU2F1	300	7100	6785	3366	439.2586851463481	0.4850894163803751	0.4612134610660772
SIX5	300	3064	2828	2454	79.00968359624328	0.8343324494702361	0.8639500482165143
SMC1A	300	19403	13009	11213	2301.574058539254	0.7199210286693436	0.8322659423638299
KMT2D	300	4947	8758	3310	395.0563143977387	0.5235162741040413	0.6403734068200778
ONECUT2	300	2348	1323	579	28.325011397829854	0.3421172841652277	0.4253384003322107
TAF1	300	19887	14502	12568	2629.7189203975563	0.749304859173403	0.8370995441370764
ZNF217	300	3636	136	105	4.508945016868788	0.40046835565909533	0.7642425182155779
ZNF629	300	2524	3275	1983	75.37248107960244	0.6955769347092341	0.7790599036318405
PML	300	3185	5850	2315	169.8937722257682	0.5612855398569684	0.7114529524745008
MAFB	300	7175	8462	5661	553.6140238898514	0.728990164679646	0.7713469649009306
NR5A1	300	1002	1060	18	9.684690434941187	0.01747260196587956	0.0083797050039503
SMARCA4	300	16008	14582	9272	2128.4640831585666	0.6075314077976784	0.5736150732243791
RUNX2	300	11059	3141	2759	316.7349229506702	0.5639313710816624	0.8647435741410303
FOSL2	300	4319	7139	3654	281.1465396188566	0.6789327825356324	0.8353085354570473
CXXC5	300	7720	1275	1200	89.7510713960062	0.5483084425480036	0.9367221533046765
RBL2	300	1447	1478	1241	19.500920944652137	0.8486423312476095	0.8556916757268095
TCF4	300	4442	2417	1744	97.89654417798852	0.5570857931316092	0.7098016484299301
REST	300	8760	8964	5418	716.008388802772	0.6114554106838312	0.5845346239113502
FOXM1	300	2141	1757	1048	34.30051062277742	0.5429810749661659	0.5884366342638713
SRF	300	5877	5794	3403	310.4890854381326	0.5831843230359993	0.5639654890354056
XRCC4	300	551	609	518	3.059715510166864	0.895341802782819	0.9397744591260979
ZNF76	300	1665	3142	1335	47.701559223123915	0.6133452038926259	0.7959560266183877
KDM5B	300	17299	16707	12357	2635.3095012309655	0.7269744209590281	0.6908686983713485
ARID2	300	4295	5535	2504	216.76689158384244	0.5176986748524839	0.5608392280706187
SMAD1	300	3022	1199	779	33.03891675025075	0.45374219857823284	0.6397821453616768
ERG	300	18192	30199	16707	5009.393708397921	0.7358004759064782	0.8873515625702929
PPARG	300	2262	2163	1486	44.612984407768764	0.6719747722425995	0.6804172254564479
TWIST1	300	3928	7507	3075	268.874769763837	0.596229415342693	0.7668841741322565
ARID4B	300	8475	2194	1756	169.5463663718428	0.5037811354646489	0.7836453289300426
HIF1A	300	3657	18364	3327	612.356597063919	0.5454658899451775	0.8916129226556493
KLF5	300	8189	6045	4581	451.3769034375855	0.6586126702072956	0.7382733919094928
EZH2	300	7871	9147	3749	656.4788638643203	0.44308329082057674	0.42865230800226467
TLX3	300	673	1404	580	8.615774596516824	0.637459095854341	0.8600207584044899
RUNX1T1	300	5866	4275	3356	228.66007112245828	0.6785698534323079	0.7728811676346403
FLI1	300	16839	17237	13147	2646.6111334002007	0.7717334030268119	0.7398605664837221
CEBPD	300	3672	1729	1588	57.89083614479803	0.6754559223599471	0.9156249016822354
SOX9	300	1724	122	108	1.9178262058903985	0.47394545662013615	0.883413169851471
NFKB2	300	6241	1403	1034	79.84064010212455	0.4513353684044868	0.7211220271846316
MYB	300	10755	9244	8048	906.5306829579648	0.809460947289669	0.856551196229851
PBRM1	300	3666	6637	3336	221.85868514634814	0.7063101834259016	0.9041851161632657
KLF1	300	7500	11510	4673	787.1341296617124	0.5145307269041413	0.5788683917413746
ZNF274	300	1683	449	293	6.89037111334002	0.41332756359613426	0.6471463415242819
ERF	300	2443	34	27	0.7573812346129297	0.40258481616142155	0.7894269386716142
CHD8	300	5414	9448	3869	466.41261967721346	0.5620666986865989	0.687726586468251
NKX3-1	300	382	159	91	0.5538251116987326	0.40527346965655764	0.5708321766181007
SMARCA2	300	1651	142	92	2.1377040211543723	0.3518055638494809	0.6425055112239644
KLF10	300	1777	4916	1044	79.65470958329534	0.39993740650468673	0.5681491537764565
LDB1	300	1308	733	135	8.742263153095651	0.14369281700188993	0.1743270805729661
PRDM4	300	387	24	12	0.08469043494118719	0.2655038759689923	0.4982293677882196
E4F1	300	2277	5290	2065	109.83249749247743	0.648627102785893	0.9021764585549086
CBFB	300	6296	4389	2645	251.96629889669006	0.5113754880733079	0.5784419161161557
ARNT	300	4547	11610	3784	481.3592595969727	0.5790614894639526	0.8123297042905065
SKI	300	994	6543	546	59.302835780067475	0.31637186714971166	0.5207003753200791
GFI1B	300	1180	1194	889	12.846904349411872	0.7489729722056611	0.7506753817606144
UBTF	300	2382	8504	1467	184.70436764839974	0.3941880365677672	0.583579020261036
STAT5B	300	750	1021	550	6.98231056806784	0.6360104472739144	0.7308274044553256
E2F3	300	3693	148	138	4.983714780705753	0.4849002129668255	0.9300778929849388
NFIB	300	987	1681	767	15.128540165952403	0.6166891782343578	0.7736326159453574
ZBTB17	300	3398	4670	2633	144.69462934257317	0.6693395661637467	0.7648545362818465
CHD7	300	3339	600	42	18.267529862314216	0.04128930817610063	0.04079619301990953
HHEX	300	4479	3072	2501	125.46264247287317	0.6862555859636638	0.8062132154743118
CEBPA	300	8336	7502	6065	570.2258776328987	0.768009129107478	0.7926937643044137
FOS	300	6606	7356	3956	443.09050788729826	0.5683209045709101	0.570008288554055
ATF1	300	7250	9378	6421	619.9553205069755	0.7851713695295666	0.8749631352313314
ATF4	300	5305	7519	4153	363.7119996352694	0.6675902291637184	0.7668624051229219
TCF3	300	4718	10536	1355	453.25839336190387	0.20790232354610189	0.21144108830287156
THRA	300	2432	271	255	6.00959241360445	0.5229056916391532	0.9396204559035463
STAT5A	300	4737	7712	4203	333.1060818820097	0.7161326187985988	0.8787436732290306
ZBTB33	300	4568	2811	2269	117.08441688702472	0.6519511710000928	0.7988058707564668
THAP11	300	6743	6792	6032	417.602407221665	0.8913304850277048	0.887595998580114
SMARCE1	300	257	644	24	1.5091456186742045	0.06532614737656187	0.08802997835592853
SMARCC1	300	9364	5782	3794	493.68695176438405	0.5306715327259206	0.6240767174962775
HSF1	300	3947	2883	1778	103.75855749065379	0.5335937031079774	0.6024094981102801
MBD3	300	369	11971	213	40.2780979301541	0.297514386053559	0.5254347245567667
BCL6	300	7092	5185	3358	335.29698185465486	0.5605643366886018	0.6232759009852333
TET2	300	3985	6216	1900	225.86632625148172	0.3912253802467103	0.44535092897590745
TFAP4	300	8448	12668	7546	975.829889669007	0.7444516531154615	0.8792854034796533
DDX20	300	1033	1135	916	10.690754080423087	0.8468930577292946	0.8855532213300513
TP53	300	7808	5752	3494	409.5159660800584	0.5274653221117673	0.5773501641439184
SFPQ	300	4770	113	66	4.91483541533692	0.2989536372237992	0.5651577144689001
HEY1	300	12221	9683	7527	1079.0183550651957	0.6966243890919939	0.7494183403716064
SATB1	300	187	54	45	0.09207622868605818	0.5369875222816399	0.8330486620449445
BMI1	300	10260	5453	4201	510.1466216832315	0.5899279024118562	0.7467050093995801
RUVBL2	300	10744	11499	8973	1126.518245646029	0.8077462682986387	0.8158561622226898
SP1	300	13321	14476	10492	1758.318555667001	0.7562072044300552	0.7553335691535007
MLX	300	292	117	102	0.3115163672836692	0.6105549701440113	0.8714526101203495
TFAP2A	300	15487	15648	12232	2209.7253214188017	0.7857605323179557	0.7548442674571656
MBD6	300	898	0	0	0.0	0.0	0.0
ONECUT1	300	1843	1661	1373	27.913039117352056	0.7857957424205946	0.8236468682326982
GTF2B	300	4578	1451	1177	60.56969089085438	0.534131941966779	0.8029387030727538
KDM2A	300	10020	0	0	0.0	0.0	0.0
PHF20	300	4781	5786	4330	252.2373119358074	0.8270131880044533	0.9004143005354119
CREB1	300	15176	19582	14022	2709.7331266526853	0.820012328568505	0.9074301864604524
JUNB	300	2155	1858	1229	36.50943740311845	0.6158827819250298	0.6546784194680423
PKNOX1	300	3887	5368	3637	190.25636910732197	0.8066082890463339	0.932372913850228
KDM6A	300	9791	7139	5271	637.3479438314945	0.6383451251194795	0.7126884084441713
BRCA1	300	5007	4938	2940	225.4451171696909	0.5912803484599083	0.5760261578534608
CEBPG	300	1721	2212	1445	34.71188109783897	0.7464415480297106	0.8363269023210063
GATAD1	300	6487	1113	949	65.83414789824018	0.4994715396651344	0.8433867952523121
MAFK	300	1687	1264	946	19.443494118719794	0.6545882324251724	0.7444872944721609
CXXC1	300	7887	6365	2269	457.74373119358074	0.3220846778101246	0.30661548888116713
IRF1	300	6171	8247	3800	464.04884653961886	0.5382785590658945	0.5845417393204153
POU2F2	300	6209	5026	3220	284.5485000455913	0.5796352764945845	0.619103981129541
ETV5	300	1961	5175	1310	92.53373757636545	0.4605833068507392	0.6515858952916969
EPAS1	300	741	4081	598	27.57382146439318	0.47677512821504875	0.7995587990708096
ZNF350	300	3160	319	251	9.191574724172517	0.43313211777310423	0.7805095199090907
SMAD5	300	7716	2750	2383	193.48044132397192	0.5876921155568122	0.8564454557937894
KLF9	300	2920	3538	1379	94.2004194401386	0.43101425230569085	0.45466762377582015
ZIC2	300	5206	3049	2590	144.73505972462843	0.6734808601272064	0.8419565675173976
ESRRA	300	2880	886	767	23.266891583842437	0.5660039660145473	0.8620662649443636
ZNF711	300	6851	1586	1245	99.07619221300264	0.4833594952035242	0.7706674691640633
TCF21	300	2153	2203	2132	43.24846357253579	0.9790086945998353	0.9900462212552478
SIX2	300	914	453	303	3.7753442144615663	0.500192009506282	0.6660913463494075
ELK4	300	1196	172	107	1.8757362998085165	0.3557789530994789	0.6179263405098467
NFYB	300	5308	6162	4857	298.2392267712228	0.8516260110402699	0.9099757412749009
KLF4	300	6797	2171	1436	134.55171879274187	0.4363580079460368	0.6390775023442906
ZNF143	300	8241	10295	6926	773.603492295067	0.7565928751862525	0.8239011416303968
TAL1	300	7042	6212	2065	398.8775781891128	0.3128308385360727	0.28661402614876663
POLR3C	300	110	92	83	0.09227683049147442	0.8283596837944665	0.9020756940806706
GTF2F1	300	4181	3024	1815	115.28534694994073	0.5171525428715694	0.5843524909766413
SMC3	300	7710	6613	4296	464.905899516732	0.603413980598291	0.6231352412420179
ELF3	300	3578	4807	2718	156.82908726178536	0.6625338397527456	0.7486240758104427
CEBPB	300	9597	8040	6510	703.5641469864138	0.7440192364218295	0.7914518670027596
RUNX3	300	2042	9009	1862	167.7430290872618	0.5592666665144628	0.9039619418289572
SOX13	300	2729	52	48	1.293954591045865	0.4703328917326719	0.9211139427707442
TP53BP1	300	12773	6304	4101	734.2116531412419	0.4858036088278693	0.6044733008135856
GATA2	300	7219	3322	1901	218.66980942828485	0.4177892533742026	0.5421047994450714
ZBTB48	300	2860	2420	1712	63.10932798395186	0.653019707565162	0.6996042250044684
NFE2	300	4423	10441	4376	421.08637731375944	0.7042453355301604	0.9882556185786809
RELA	300	15812	18225	12856	2627.643840612747	0.7592290205525348	0.7757948917440819
FOXK1	300	4145	3460	3294	130.7714051244643	0.8733577609348961	0.9501385995976627
ZNF341	300	4522	191	184	7.87546275189204	0.5020203727674591	0.961774647432878
OTX2	300	2000	2999	1429	54.69134676757545	0.5954960820273425	0.7064733151465722
BANP	300	2937	2306	1851	61.755466399197594	0.7164617859702496	0.797259169761697
ELF4	300	2781	1378	1004	34.943174979483906	0.5448066889722871	0.7215307699327711
TRIM24	300	1862	5922	1314	100.54494392267712	0.46378865095870375	0.6888935666514421
GLYR1	300	742	2518	524	17.03616303455822	0.4571505644534553	0.6992953456650944
HES2	300	88	57	52	0.04573721163490471	0.7515948963317385	0.9122102586319241
ZBTB8A	300	3515	3725	2769	119.38884836327163	0.7655612093902451	0.7803046442345384
VDR	300	1413	1767	599	22.766216832315127	0.3814566894601067	0.4144869662530577
NANOG	300	7471	11372	6179	774.6896325339656	0.6852083714197887	0.8070579275600529
NFATC1	300	2795	267	51	6.804641196316221	0.10462905268235814	0.16985452395032524
SREBF2	300	10291	2824	2547	264.99301540986596	0.5747049974633354	0.8917548870839186
PDS5B	300	305	659	241	1.8327254490744962	0.577934774496878	0.7888954205403544
NFIC	300	5340	0	0	0.0	0.0	0.0
ZNF366	300	1842	2554	1291	42.89658065104404	0.6031751092790938	0.6937363388484965
ZNF777	300	2218	2458	1725	49.711352238533784	0.7397588779136013	0.7726317478491752
TFE3	300	2280	5375	1497	111.7443238807331	0.46754528763769887	0.6388802258775084
SP2	300	4959	10509	3981	475.19039846813166	0.5908004874915789	0.781881906924444
MAFG	300	467	544	410	2.31647670283578	0.815810398035017	0.8773358702379714
TBX2	300	5979	936	797	51.028941369563235	0.4923978047096461	0.8429327166753752
TBL1XR1	300	898	492	143	4.028594875535698	0.2249465840983577	0.2847941573318576
SOX6	300	343	4977	298	15.565888574815355	0.46434004584353333	0.8625677703397069
ESRRG	300	905	298	213	2.459104586486733	0.4750621083466202	0.7123917490976327
GTF3C2	300	1308	204	153	2.4330445883103855	0.4334862385321101	0.7469823369815987
TFAP2C	300	7300	14506	6721	965.5676119266892	0.6920052259905679	0.9085948093644253
PATZ1	300	2591	7227	2215	170.74092276830493	0.5806859189485033	0.8446447309971167
ZNF687	300	12544	12084	8998	1382.1619038934987	0.7309680187243716	0.7116383211662737
OGT	300	6791	699	669	43.283568888483636	0.5277971412554991	0.9542485157049573
ZNF331	300	1536	3402	1433	47.64723260691164	0.6770827592225162	0.9307959764267387
PBX1	300	4219	6181	2869	237.78279383605363	0.5720916682679748	0.6609077249264739
YY2	300	706	1064	394	6.849493936354518	0.46418720313531703	0.5537441548077806
PRRX1	300	859	1219	490	9.547925594966719	0.486199780159122	0.5656023322346324
BATF	300	2579	2956	1981	69.51330354700465	0.7191447813373448	0.7617042557566709
ASH1L	300	995	1677	839	15.21487188839245	0.6717571159314761	0.840781416737089
ZBTB21	300	1233	1508	1123	16.95417160572627	0.8277408296600344	0.909542882816144
ZSCAN30	300	66	232	32	0.13961885656970913	0.31138975966562177	0.48375640393038377
PHF6	300	2442	4131	1582	91.98415245737212	0.5153938846749304	0.6340450210583526
SMAD2	300	3592	5620	1130	184.07075772772865	0.25782779446615256	0.2775671602974842
LCOR	300	1635	418	393	6.231695085255767	0.5902791800184364	0.9392862449547296
EOMES	300	961	102	15	0.8937904622959788	0.08133378221215645	0.13951872592398595
MCM3	300	782	44	32	0.31374122367101304	0.38409672169262965	0.7253140841966057
NFKB1	300	1363	3311	1246	41.14974924774323	0.6452406471857409	0.9114877045010084
NR2F2	300	1654	4631	1080	69.84292878635908	0.4430867423339427	0.6376621924489774
ISL1	300	480	944	64	4.13166773046412	0.10056497175141244	0.12580860757009976
HNF1B	300	5921	941	561	50.803875262150086	0.3454608957723738	0.5731277755091277
NR2F6	300	888	2124	519	17.1980669280569	0.41440487097266754	0.576252663222425
MEF2B	300	2978	1351	1086	36.6853104768852	0.5842616393895724	0.7983740103398278
KLF17	300	1313	1375	899	16.461885656970914	0.6692548639479332	0.6806881375718148
RFX5	300	2449	1656	1281	36.97952037931978	0.6483106828578361	0.7683784703650823
GFI1	300	974	661	435	5.870465943284398	0.5523528534638886	0.6550300539794703
PRKDC	300	555	547	507	2.768168140785994	0.9201936854587678	0.9265019102918854
MXD1	300	1679	2294	1049	35.120142244916565	0.5410282566375864	0.616760314308893
ZNF10	300	311	198	155	0.5614844533600802	0.6406102828932412	0.7822106802163313
MTA1	300	981	3376	810	30.198376949028905	0.532808491673551	0.8201517584169785
SMARCB1	300	800	608	385	4.435123552475608	0.5572368421052631	0.6305285335479786
OLIG2	300	5466	3745	2590	186.65241178079694	0.582713529003423	0.6754111363870366
RELB	300	554	3328	422	16.81145253943649	0.44426786830047205	0.7542762208464794
CLOCK	300	558	1373	246	6.985811981398742	0.3100149582187972	0.43377138595664
PRDM15	300	933	15	14	0.12761010303638187	0.4741693461950697	0.9327613109306553
GTF2I	300	831	907	603	6.872590498769035	0.6952304379495222	0.7233437483434902
FOXK2	300	2077	1955	1327	37.025029634357615	0.6588373206978884	0.6725713266840608
ZNF263	300	4601	2247	1642	94.2686878818273	0.5438155266453462	0.7189616759907151
TCF7	300	5369	6192	4419	303.13529679948937	0.7683605441661217	0.8124703173774441
CHD6	300	1917	1036	941	18.108981489924318	0.699586155572071	0.9066697728219913
CUX1	300	1338	1159	1103	14.140074769763837	0.8880236041843195	0.9510857190771717
SREBF1	300	543	2050	431	10.149995440868059	0.5019911961550555	0.78980951667127
IRF9	300	2554	383	322	8.919321601167137	0.4834039064305007	0.8369335720275728
VEZF1	300	50	10136	8	4.621136135679767	0.08039463299131808	0.07445897884140093
PRDM10	300	1045	8709	982	82.98445336008024	0.5262349183954782	0.9345124928385583
DDIT3	300	2173	2444	999	48.425385246649036	0.4342446126882292	0.4474187953449243
ZBTB12	300	1576	315	237	4.5266709218564785	0.4513808315204254	0.7487706907656211
MBD2	300	1067	2817	887	27.407121364092276	0.5730883486556884	0.8268552972042428
ZNF639	300	3542	2389	972	77.15727181544634	0.3406430139645784	0.3870690325406593
XBP1	300	2508	1130	797	25.841524573721163	0.511546414306079	0.6984128570208731
TFEB	300	3856	8228	2325	289.2966900702106	0.44276406895188375	0.5707520735639383
TP63	300	2802	9468	1763	241.90148627701285	0.4076998007036437	0.5941562426482374
SOX17	300	831	740	425	5.607185191939455	0.54287816697564	0.5710742348666256
TARDBP	300	1642	946	618	14.16369107321966	0.51482361787435	0.6480068474925966
NBN	300	881	964	631	7.743995623233336	0.6853979352018877	0.7137151090321763
PIAS1	300	1218	800	670	8.884836327163308	0.6937910509031199	0.8356749990779331
TFDP1	300	720	8963	701	58.8434394091365	0.5259107658646038	0.9712624798232055
MBD5	300	888	279	213	2.2590681134312027	0.5016528625399593	0.7615098007003452
CHD1	300	2678	608	492	14.8465760919121	0.4964648598718604	0.8044350831936279
NFYA	300	5808	8347	5596	442.04774322968905	0.8169595664762681	0.9604916350620682
NR4A1	300	731	121	78	0.8065195586760281	0.37566562277419135	0.6422434907275048
ZHX2	300	6356	3992	3345	231.35909546822285	0.6821001190549759	0.8279548575828313
ZEB2	300	1733	2130	1437	33.65815628704295	0.7519229050006908	0.8258149170544413
TOP2B	300	1094	797	202	7.950378407951126	0.21904697460082256	0.2459282867413573
ZNF444	300	970	1415	823	12.515273092003282	0.7150395249717678	0.8464727469077165
CREM	300	4433	8491	3781	343.21695085255766	0.6491081452653668	0.8405783406687266
GATAD2A	300	1233	1722	958	19.36013495030546	0.6666482983912216	0.7734088934292386
TP73	300	490	302	202	1.3493206893407494	0.540559535072307	0.6673880789849438
ZNF449	300	744	0	0	0.0	0.0	0.0
MTA3	300	2086	1183	703	22.501486277012855	0.46563026544957364	0.5863846490762703
ARID3A	300	593	34	18	0.18384243640010942	0.2798829481202262	0.5268533992986068
ZNF660	300	430	14	12	0.054891948572991706	0.4425249169435216	0.8565805304179526
ZNF770	300	2019	1547	738	28.47992158293061	0.4212899241305849	0.46724444971230467
IRF4	300	3035	2863	1719	79.23046411963162	0.5834056165092203	0.5890464403554839
