tf	score	n_a	n_b	n_shared	expected	replication_raw	replication
MEF2C	50	11494	8762	6855	918.3042582292331	0.6893768736639665	0.7568748122336676
MXI1	50	6473	27698	6077	1634.8058174523571	0.5791124626534855	0.9181512801969683
NRF1	50	18281	17337	14749	2889.9215555758183	0.8287589121971817	0.8208634354720464
IRF9	50	13870	3717	2916	470.0901796297985	0.49737077776866123	0.7533038968391574
RBBP4	50	16044	133	119	19.45702562232151	0.45107697253605217	0.87669866782394
TET1	50	19668	2577	1646	462.15406218655966	0.36120822179021583	0.5597788078300541
RREB1	50	9564	7569	7000	660.0703565241178	0.8283681390098587	0.9176428145367919
ZNF281	50	1779	13386	1620	217.13954591045865	0.5158229546411405	0.8981983316219591
POU2AF2	50	4694	533	447	22.813002644296525	0.4669385531487644	0.8314343555485781
ZFY	50	17307	12615	10252	1990.7705388893955	0.7025223928761616	0.7775838700915084
PBRM1	50	21170	31574	18589	6094.844351235525	0.7334130474961625	0.8287911541257266
SIN3A	50	26205	31534	21896	7534.863408407039	0.764963686566758	0.7692036167565954
MAX	50	48968	45113	39962	20143.096416522294	0.8509520125383708	0.7937116584059076
HDAC1	50	42990	44898	35827	17599.75398924045	0.8156720651791731	0.7178837890359725
GATA1	50	38044	26495	23152	9190.989149265979	0.7411918806223697	0.8068077956702049
PHF21A	50	13309	214	191	25.96996443877086	0.4534372777047083	0.8776791168956068
BCL11B	50	19437	13197	10818	2338.9266800401206	0.6881495643627491	0.7809003559013736
KDM5A	50	21454	16606	13302	3248.519412783806	0.7105300040539472	0.7526479654282934
ATF2	50	10752	15885	8280	1557.358621318501	0.6456678723188992	0.7311477524581299
FOSL2	50	17056	22571	14967	3510.266946293426	0.7703143171499764	0.8457816943743492
RXRA	50	23775	15045	12753	3261.5562596881555	0.6920304072011096	0.8054897998826154
THAP11	50	12633	12533	10499	1443.6891492659797	0.8343928934128584	0.816580125908783
BMAL1	50	22650	21183	16999	4374.896963618127	0.7764954247642666	0.7510724445855936
RB1	50	14053	5544	4440	710.402407221665	0.5584062868984238	0.7715986945935596
ASH2L	50	7007	16723	5365	1068.460481444333	0.5432392758231424	0.7235010401346362
SMC1A	50	41882	34598	30670	13212.669244095925	0.8093814613674657	0.8163226912487405
HNF4A	50	15282	21629	12511	3013.899680860764	0.6985559623090098	0.7741296592042849
BCL11A	50	2400	4723	1412	103.3573447615574	0.4436479285764698	0.569806823126594
SMARCC2	50	16634	4714	3770	714.9874715054253	0.513194830896984	0.7639417247949037
ZNF324	50	3109	94	35	2.664776146621683	0.1917990323220848	0.35402796959567856
SNAI2	50	19288	12345	10693	2171.153095650588	0.7102833933811196	0.8376228760338673
USF1	50	13864	19481	12391	2462.702507522568	0.7649046252117818	0.8708041781234211
ZNF629	50	7451	10259	5771	696.9983495942373	0.6685286850991478	0.7512585742558903
FOXA1	50	41302	42065	33793	15841.78562961612	0.8107723894496702	0.7050692546903806
PML	50	10844	15783	8796	1560.5986322604176	0.6842241486475336	0.7793912038407678
CEBPD	50	13882	6412	5528	811.6292878635908	0.6301735067954903	0.842153306372325
HMBOX1	50	3259	233	187	6.923926324427829	0.42997733578982994	0.7965286673104038
ATF6	50	4378	2183	1600	87.14483450351054	0.549200004101631	0.7218319235041738
ATF4	50	17211	18285	13350	2869.5462295978846	0.7528866847799276	0.7307804312022865
ZFP1	50	1354	2039	741	25.173757636546	0.45534039697102946	0.5386906275197301
KDM5B	50	38151	36471	30819	12687.19906081882	0.8264219325091876	0.7623592623208952
NR5A2	50	3279	244	67	7.295304094100484	0.14751161139691732	0.25223283246410433
IKZF1	50	23380	23817	15182	5077.427373028176	0.6434011343192729	0.5520848261561377
ELF2	50	3188	2400	2082	69.76566061821829	0.7602870138017566	0.8635330384478127
PAX5	50	23390	11567	10828	2466.9657153278017	0.6995221142779398	0.9187915147479446
YAP1	50	15331	10681	8541	1493.1194583751253	0.6783753721387606	0.767084477175675
CREBBP	50	29902	17275	14605	4710.103492295067	0.6669351284625773	0.7875032238934299
ZFP37	50	7436	0	0	0.0	0.0	0.0
SRF	50	17815	15467	12228	2512.488419804869	0.7384871425807811	0.7499712760339197
CHD8	50	18429	21897	13336	3679.5825020516095	0.6663376433690323	0.6546982278650377
HOXB13	50	20233	22704	15478	4188.657171514544	0.7233589913414291	0.7036338570653156
TCF7L2	50	19984	11429	10267	2082.5853560682044	0.7060449107382853	0.875674251114631
HSF1	50	20787	9825	7974	1862.2437767849	0.5976040956308204	0.7675428020007089
SMARCA4	50	59567	57183	49717	31058.810622777422	0.8520383529652126	0.7142112280617009
MCM7	50	8727	9357	6892	744.5841068660527	0.7631469380073038	0.7701197200739227
PPARG	50	8975	10362	6176	847.988966900702	0.6420788191694637	0.6555929371080748
TEAD1	50	9148	18179	7742	1516.3808881189022	0.636090607052401	0.8157664868505946
KLF5	50	19172	18463	14766	3227.615902252211	0.7849736864970545	0.7573412014898582
RUNX1T1	50	18014	13395	11297	2200.2145527491566	0.7352488709685507	0.8125913167442422
E4F1	50	4985	9349	4411	424.95454545454544	0.6783348655443279	0.8741240617617447
E2F1	50	28263	25770	21432	6641.173611744324	0.7949853193748047	0.7732218426811925
ATRX	50	10893	8322	5892	826.5847177897328	0.6244503541064815	0.6758018190443165
EHF	50	4215	168	142	6.456825020516094	0.43946365022877476	0.8390523152506937
MAU2	50	7748	10204	4942	720.895340567156	0.5610809491535302	0.6006890268478694
MXD1	50	12154	10828	7811	1199.9955502872253	0.68201980050502	0.6866432690431501
ERF	50	15792	289	270	41.61473511443421	0.4756766599005059	0.9231967190576653
REST	50	25286	26651	19288	6144.772371660436	0.743259414649047	0.6866449677909031
ARID4B	50	20948	10794	8949	2061.7553752165586	0.6281361969600365	0.7887141188459599
ZFX	50	26481	28086	22391	6781.6665086167595	0.8213897879936505	0.7923787623683297
DOT1L	50	17544	13963	9722	2233.672581380505	0.6252091384830191	0.6384276908096448
ZBTB26	50	21274	5071	4467	983.6824473420261	0.5454329799168254	0.8522258199372789
RFX5	50	9172	7308	5729	611.1878909455639	0.7042769085417626	0.7642161711741755
KLF13	50	5604	1716	1296	87.68545636910733	0.49325406927119986	0.7420645773614082
BRD4	50	64928	64437	57377	38148.67817999453	0.8870687830294322	0.731439684574033
AR	50	40464	43888	35579	16192.979228594875	0.844976291785251	0.7987311680868711
ZNF697	50	6962	5904	4338	374.79390899972645	0.6789264544110537	0.7167766991812926
ZNF138	50	4624	35	6	1.4756998267529862	0.08636307464162135	0.13495584247445336
DNMT3B	50	1676	1852	500	28.302653414789823	0.28415387866822683	0.2862766924780118
HMG20A	50	3578	13	10	0.4241269262332452	0.3860128133465193	0.7614479740370477
MEF2B	50	9927	5962	4613	539.6623871614845	0.61921294993878	0.7512143108156967
UBTF	50	11550	19222	7508	2024.383149448345	0.5203187004789336	0.5756705247108573
STAT5B	50	3563	5628	2446	182.84457007385794	0.5605563956808715	0.6695418233994029
SREBF1	50	2474	7688	1921	173.43040029178445	0.513172635366185	0.7596247468148158
BHLHE40	50	17620	16744	12202	2690.1548281207256	0.7106235828525223	0.6768144273363554
FOS	50	21542	19450	14973	3820.478708853834	0.7324404314260013	0.7135548865123503
GRHL2	50	8308	6415	5257	485.9653505972463	0.7261245910092011	0.8046899590784735
SMC3	50	20686	23750	15711	4479.734658521018	0.7105074838309153	0.6930199589373142
ZNF48	50	3812	15216	2493	528.8902343393818	0.40891405109549456	0.5982467556229896
TWIST1	50	11088	19729	9065	1994.6672016048144	0.6385132017370727	0.7775293124258001
SMAD4	50	20169	18435	14967	3390.311981398742	0.7769795028590993	0.7694867453740375
THRA	50	13701	6317	5918	789.1785994346676	0.684388190363409	0.9278196650927988
EP400	50	9169	13223	7122	1105.5136956323515	0.6576773548193866	0.7461395824668013
HMGXB4	50	6953	16264	6110	1031.1260326433846	0.6272168556513485	0.8576464131714212
FOXO1	50	20530	13752	10714	2574.3463116622597	0.650478555906636	0.728207718300513
VDR	50	8816	7453	4639	599.1214370383879	0.5743181392868997	0.5894295508521457
E2F3	50	9765	1230	1021	109.51901158019513	0.467319196233437	0.8134729619154457
HDAC2	50	31532	30828	22538	8863.57705844807	0.7229272863915548	0.6225714637684783
ZBTB21	50	4108	5909	3631	221.33830582657063	0.7491857394765102	0.877272570258667
HMG20B	50	2961	5932	2032	160.1591319412784	0.5144017655459385	0.6683138943756218
ZNF740	50	3516	3715	1957	119.10221573812346	0.5416908590913754	0.541051836407035
ETV6	50	24038	25926	20863	5682.585830217927	0.8363154395599187	0.8270265126881801
ETS1	50	25281	35061	21887	8082.220671104222	0.7450019257660436	0.802660413562158
ZSCAN29	50	6123	3434	2558	191.7240995714416	0.5813364848027588	0.7298194148486217
MCM2	50	6395	12163	4009	709.2403118446248	0.478251097597483	0.5803551098069557
TFAP2A	50	31082	29975	24592	8495.330992978938	0.8058072459091368	0.7493909241226921
MBD3	50	8520	27784	6674	2158.472508434394	0.51177176312506	0.7098181211277468
MEF2D	50	7070	12636	5530	814.5939637093097	0.6099083555079154	0.7538129433859766
TET2	50	25036	25585	16949	5840.668004012036	0.6697218065785933	0.5786996545988227
SFPQ	50	20077	1071	951	196.06516823196864	0.4676614083397965	0.8628469279734708
MBD6	50	7346	0	0	0.0	0.0	0.0
HEY1	50	16444	14842	10647	2225.420333728458	0.6824131766797079	0.6675010097059286
ESR1	50	51810	50627	44055	23917.068204613843	0.8602531578842085	0.7539492032272714
SATB1	50	3642	134	104	4.449968086076411	0.40233757079511834	0.7684292349697546
KMT2D	50	16383	16156	10890	2413.4562596881556	0.6693832029309181	0.616810388272375
PSIP1	50	6944	6	5	0.3799033464028449	0.41702668970814133	0.8220671170557275
SSRP1	50	4992	6618	2812	301.2405945108051	0.4941015325336495	0.5352564880115291
SMAD1	50	15657	8989	6819	1283.3115072490198	0.5970589418320162	0.7183898619777587
BMI1	50	21737	14370	11468	2848.187197957509	0.6628155994917286	0.748129912379278
FOXM1	50	12191	9907	7220	1101.2695997082155	0.6605089045786383	0.6948577939757316
MTA1	50	6962	15399	5028	977.5493571623963	0.5243604856577744	0.6768291501719247
GTF2F1	50	18968	14063	10812	2432.269389988146	0.669419325093475	0.7204818760739325
CXXC5	50	15373	4651	4383	651.9542536701013	0.613744120737194	0.9329840124369781
SKIL	50	8256	1450	1132	109.1565605908635	0.45890102913659453	0.7628358459656323
MITF	50	31151	24050	20681	6831.235068842892	0.7619060299869904	0.8043413674865935
CREB1	50	26287	32226	23426	7724.30803319048	0.8090457496217364	0.8458736477922745
NR3C1	50	32493	31957	26955	9468.211917570894	0.8365202315026845	0.7775780543768762
MXD4	50	11376	0	0	0.0	0.0	0.0
ZBTB8A	50	9551	8998	6679	783.622668004012	0.7207872820607724	0.7176901052539655
NONO	50	14809	12628	11181	1705.1887662988968	0.8202136050270178	0.86752494673391
NR5A1	50	12321	6515	842	731.9350323698368	0.09878941188393388	0.019032289667543993
KDM6A	50	21388	18694	15308	3645.730573538798	0.7673004056611725	0.7749907378687688
CEBPG	50	5854	7710	4858	411.5468222850369	0.7299753580090016	0.8169942914569686
GABPB1	50	12612	19075	9967	2193.616303455822	0.6563977409852024	0.746121847971739
STAT1	50	27105	37589	22411	9290.141743412054	0.7115166386465908	0.7365120770318699
GATAD1	50	12777	5994	4644	698.3253214188019	0.5691201885144125	0.7450749749677433
MAFK	50	6304	4491	3292	258.14957600072944	0.6276148602902365	0.7167393411300454
GMEB1	50	13898	10847	9487	1374.592924227227	0.7786179571446821	0.8564250893019133
MYBL2	50	12924	11096	8057	1307.601933071943	0.6747656618014428	0.6895304033182066
PGR	50	23987	24218	17408	5296.956013495031	0.7222653151895326	0.6479944078916922
CXXC1	50	16007	11458	6795	1672.3644205343303	0.5087686071145585	0.5234852184987441
IRF4	50	23514	17586	13500	3770.5589860490563	0.6708910713180388	0.7042439690579603
TBX21	50	7155	18479	6667	1205.5917297346584	0.646291934157303	0.9179750358638212
POU2F2	50	16780	15863	12210	2427.1098750797846	0.748683828613853	0.7281162642715723
ZBTB7A	50	31489	26754	22302	7681.74255493754	0.770921150457315	0.7665719428953828
ZSCAN4	50	1751	1766	1277	28.196097383058266	0.7262003010090334	0.72486711965303
SOX10	50	9115	9945	5546	826.558539254126	0.5830573916276217	0.5694003490399475
RARA	50	6257	20333	5093	1160.0581836418346	0.5322239357497727	0.771627763875144
MAFB	50	13358	12861	9966	1566.492550378408	0.760485316999101	0.7436807215442588
KLF4	50	26029	15046	11920	3571.0069663536065	0.6250939433412565	0.7275815339639771
SP1	50	25367	30068	20100	6954.81860125832	0.7304264025366106	0.7139393814379889
ZIC2	50	15187	9179	7869	1271.0994164311114	0.6877117216688233	0.834342884542336
HAND1	50	8682	13359	6632	1057.5621227318318	0.6301618175613188	0.7311277194464448
DLX6	50	5420	4983	2985	246.26479438314945	0.5748873661223066	0.5781904807280004
TFAP4	50	19113	25327	17551	4413.923142153734	0.8056256974139527	0.8937348232745504
TCF3	50	13871	18325	6727	2317.735707121364	0.426031386652475	0.38164662221018175
ZNF221	50	6716	8467	5287	518.504349411872	0.7058243868410259	0.7694229926786006
MED12	50	19769	23929	17333	4313.416622595058	0.8005639886816682	0.8423870558285574
TOP1	50	310	2216	175	6.263882556761192	0.32174362408291607	0.5555352417868832
GATA6	50	7941	2823	2355	204.4081608461749	0.5653905309361108	0.8212779888020921
BRD7	50	18922	23919	13736	4126.883541533692	0.6500994957265555	0.6494789335008999
NR2F1	50	15484	6373	5739	899.7860125832042	0.6355792354183438	0.8841631258237667
KLF1	50	16478	21977	11742	3302.060782347041	0.6234361616166892	0.6405569332275937
NFYB	50	9039	10456	7942	861.783386523206	0.8191004520663794	0.8658467725812663
GATAD2B	50	10120	12050	6576	1111.9358074222669	0.5977642563101702	0.6065747396738017
ZNF384	50	13615	11030	5574	1369.3211452539435	0.45737522178520906	0.435236376031732
ZMYM3	50	11453	9720	6726	1015.0739491200875	0.6396225098173641	0.6560568139809344
REL	50	10245	6182	4472	577.5015045135406	0.5799480505044716	0.6948879544927818
RUNX3	50	7106	19430	6477	1258.9548645937814	0.622416871261577	0.8924242954460619
BCL6	50	23447	19532	15639	4175.862168323151	0.7338398494490006	0.7464857347158302
NR4A1	50	5709	1648	1040	85.78856569709127	0.4066182335164882	0.610808123247861
NEUROD1	50	21560	18169	13427	3571.839518555667	0.6808898270729844	0.6751422986663775
SUPT6H	50	3185	10538	1976	306.0411233701103	0.40396001254933556	0.580056523275089
TLX3	50	5179	8093	4627	382.1796936263336	0.7325721858563154	0.8849237693422574
ATF7	50	11612	9300	5949	984.6959058995168	0.5759961330325691	0.5970081235661053
IKZF2	50	20535	9733	7830	1822.4414607458739	0.5928899123019988	0.7594354443422865
JUNB	50	11777	11524	7879	1237.513887115893	0.6763597267772914	0.64565158986269
ASCL1	50	31494	33036	25821	9486.968031366829	0.8007361701815515	0.7422187595271466
FOXK2	50	8007	7134	5297	520.8529041670466	0.7020234239951733	0.7222200000424122
ZSCAN20	50	4544	1533	1117	63.517388529224036	0.48722766105767024	0.7169071639550509
ZNF660	50	7864	327	227	23.447870885383423	0.3615276598193759	0.6705672917146908
TAL1	50	13913	16242	7859	2060.4991884745145	0.5243681859315501	0.489221718161535
MNT	50	16537	18418	14070	2777.2268259323423	0.8073729841426149	0.8207092537942828
FOXL2	50	9766	8587	6361	764.6634631166226	0.6960561606480427	0.7154302950909733
POU2AF1	50	14133	7097	6608	914.5792012400839	0.699327922010172	0.9209047691968679
CTCFL	50	10658	21689	9591	2107.790298167229	0.6710465674622561	0.8752077390837227
NR1D1	50	10020	15617	6938	1426.8472690799672	0.5683373152523153	0.6413423458761192
ATF1	50	15185	18805	13164	2603.756040849822	0.7834673608496189	0.8393640560057535
ZNF362	50	2450	7979	1749	178.24883742135498	0.46653897603658584	0.6914274716583392
SOX9	50	10841	1327	1190	131.17540804230873	0.5032640398409371	0.8854347026132683
SREBF2	50	26240	6557	5969	1568.8490927327437	0.5689009889124265	0.8821206473237727
RELA	50	32466	37155	28251	10999.126743867968	0.8152635702911435	0.8036509579337092
NR2F6	50	3552	10902	2536	353.0947752347953	0.4732909161225067	0.6823913405954148
SOX13	50	13166	400	374	48.020424911096924	0.48170325079750875	0.9261320774268424
SIX4	50	3739	6606	3570	225.2196042673475	0.747609275430758	0.9519036533400768
ERG	50	31804	42491	28540	12322.27376675481	0.7845215239688199	0.8324583786404899
SOX2	50	15818	4503	3403	649.4798395185557	0.48542653333455754	0.7145467120476748
ZNF580	50	11095	5403	3656	546.6060454089542	0.5030894575034967	0.6402680638483922
MEIS1	50	10204	19285	7045	1794.3297164219932	0.5278626748070245	0.6243610161305918
TARDBP	50	11292	8668	6590	892.4870611835506	0.6719333296389781	0.7327507501625606
EZH2	50	35614	38910	28644	12635.54974012948	0.7702254088308034	0.6966723203186429
PDS5B	50	1529	2733	1209	38.10300902708124	0.6165419525471331	0.7853641117142662
ZBTB11	50	5193	13179	4799	624.0407312847634	0.6441342771347849	0.913765919801953
TAF7	50	2186	10678	1863	212.83950031913923	0.5133562058748079	0.8363032302479996
ZNF366	50	7016	7998	4285	511.66196772134583	0.573252902022541	0.5801263731302025
PCGF2	50	1847	1856	694	31.25770037384882	0.37483343212665454	0.3649979954548645
HHEX	50	15675	13647	10637	1950.549147442327	0.7290175978526223	0.7426569787755916
CBX1	50	4335	10807	3546	427.1755721710586	0.573056871059159	0.7980973775635201
ZBTB33	50	15185	10629	8758	1471.700237074861	0.7003627633508552	0.795682128090307
SMAD5	50	12896	9143	7668	1075.1174250022796	0.7166386866900304	0.8171763177898735
MYBBP1A	50	4027	4541	3711	166.74210814260965	0.8693752755773665	0.9181401841916954
USF2	50	15065	7558	6986	1038.2171058630436	0.6940212330320925	0.9122670172783848
NBN	50	6881	6900	4781	432.9251390535242	0.6938551756675071	0.674321398977717
SUZ12	50	23967	28207	19142	6164.285301358621	0.7386536967170809	0.7289739187716006
GTF3C2	50	6907	1076	832	67.76631713321784	0.44684585381028785	0.7579926120835226
KLF10	50	6179	10032	4437	565.2204613841525	0.5801810238955685	0.6896921248835658
ARID1A	50	24996	23789	17974	5421.991830035561	0.73731717205906	0.6833997161546829
ZNF501	50	7722	14744	5026	1038.1432296890673	0.4958760392157028	0.5966400698507813
ELF3	50	13568	15018	10813	1857.9759642564056	0.7584756831503454	0.7647314820541223
KLF9	50	7472	9303	4106	633.8289048965077	0.49544060123360545	0.5077631206960819
POU5F1	50	10661	17706	8562	1721.1969180268077	0.6433395238255226	0.7652073562747079
ARNT	50	13713	20684	10926	2586.301559223124	0.6624982902604477	0.7495213863452734
MTA2	50	10333	13059	7337	1230.4061913011762	0.6359449565253164	0.6708630459664259
ZNF274	50	12747	7416	5221	861.9654600164129	0.5568024540579762	0.6650917863479101
KLF6	50	8505	3417	1351	264.99120087535334	0.2771118987488122	0.344544976976665
GATA2	50	23469	12434	9136	2660.832916932616	0.5620195026861433	0.6625454193130507
EBF1	50	19079	22664	15574	3942.7961703291694	0.7517296203366585	0.768435993632082
MEIS2	50	11518	7756	4079	814.5674113248838	0.44002838215154144	0.4702822575848404
PAX8	50	5930	10881	4549	588.3498677851737	0.5925922748829782	0.7414656583980742
PRMT1	50	5706	4014	3092	208.84365824746968	0.6560948352689875	0.7576972094725135
RTF1	50	3980	32	23	1.1613020880824292	0.3622644472361809	0.7081588844734601
SMAD3	50	23374	26331	20121	5611.933929059907	0.8124922941882793	0.8168568911404895
NFATC1	50	9672	3795	1996	334.6880641925777	0.3661620520666804	0.48010467455725925
SMARCA2	50	13104	4110	2937	491.0863499589678	0.46936428838801103	0.6758695803679372
ZNF687	50	18385	17874	12730	2996.3845171879275	0.7023099842918804	0.6542456682024884
SAFB2	50	8048	10	4	0.7338378772681682	0.20024850894632207	0.35248273011749426
ZNF83	50	8497	4908	2719	380.2614753350962	0.4369943862443804	0.5165356859554943
HNRNPL	50	2112	9958	1965	191.7689067201605	0.563863254076211	0.9234467140364249
SPI1	50	33984	23276	21771	7212.652357071213	0.7879830619522254	0.9063084461934986
NR1H3	50	8103	6777	5309	500.72062551290236	0.7192872073077279	0.7661034647426022
GLYR1	50	9257	13433	6802	1133.8495577642018	0.6205801061286393	0.6977773565247068
NKX2-1	50	5968	12566	5781	683.814060362907	0.7143585754615096	0.9646113891266963
BRCA1	50	12359	12384	8302	1395.5854472508433	0.6710591662584444	0.6299510539822945
YY2	50	2381	3803	1570	82.56535971551017	0.5361093935102629	0.6471511585382224
RUVBL2	50	22874	23205	18144	4839.893954591046	0.787557728211643	0.737719186740385
ZIK1	50	6346	2986	2363	172.78340475973374	0.5818601102867063	0.7785453131998207
LDB1	50	9029	5421	3475	446.30444971277467	0.512948306170147	0.6088202825019828
E2F8	50	4879	2391	1984	106.3708306738397	0.6182095202435107	0.8218529267399477
HIVEP1	50	10735	9934	7335	972.385246649038	0.7108261287421996	0.7099853015855015
PHF6	50	4907	9472	3424	423.8087352967995	0.5296325849999174	0.6692088486886855
OGT	50	15694	2219	2078	317.54341205434486	0.5344325766563123	0.9258463217651804
PBX1	50	11257	14232	7793	1460.833628157199	0.6199246088986514	0.6463922856642571
DNMT3A	50	495	5062	343	22.84754262788365	0.3803445358364363	0.6780700859929982
FOXK1	50	12594	12837	10621	1474.14222668004	0.8353560472732781	0.822569673082164
ISL1	50	5376	6222	2093	305.00111242819366	0.36285496524429445	0.3525930348661485
KLF17	50	4139	9025	3040	340.60796024436945	0.5356595160285347	0.710667043186331
STAT5A	50	10719	20798	9359	2032.768870247105	0.6615588423076089	0.8434303693184494
ZNF264	50	4058	4179	2693	154.6310020972007	0.6540199707731551	0.6503020850108235
XBP1	50	8828	7710	6136	620.6244187106774	0.7454553575259006	0.7779776255395201
CBFB	50	16036	19649	12033	2873.0862040667457	0.6813858678145175	0.6958880030623048
ZNF547	50	10158	7625	5685	706.2528494574633	0.6526155916841769	0.7196024138780857
TFDP1	50	4839	18932	4618	835.3419166590681	0.5991275177338222	0.9448004811101196
SAMD1	50	1885	177	158	3.0422631530956505	0.4882374979394266	0.8907780686022525
ZNF589	50	3674	2682	1852	89.84834503510531	0.5973060996169142	0.679802684997132
SMARCB1	50	17051	16155	11286	2511.706984590134	0.6802519526460762	0.6431213494791508
CDT1	50	3783	10019	2202	345.5993161302088	0.40093006475642357	0.540059438686058
TBX2	50	15235	9688	7792	1345.8254764292878	0.6578739304976237	0.7727211298873122
HNF1B	50	17318	10927	8241	1725.4835962432753	0.6150250701003255	0.7080915925006251
ONECUT1	50	4293	4670	3313	182.80578097930155	0.7405716242416442	0.7615684447550276
PIAS1	50	7178	5073	4302	332.0324063098386	0.7236751068833591	0.8373749693994665
ADNP	50	700	3892	511	24.84179812163764	0.43064748201438846	0.7200656091058633
BACH1	50	6392	9216	3774	537.1448162669827	0.49996537012411346	0.5528497430177632
ZNF12	50	6242	8508	4060	484.24305644205344	0.5638152425137085	0.6210329783994571
HINFP	50	8408	3273	2856	250.92900519741042	0.6061352245384563	0.8620151542709739
ZFP3	50	4937	1661	882	74.77301905717151	0.3548282105279075	0.5088975226376653
TP53BP1	50	18185	17746	11429	2942.5641469864136	0.636258736570531	0.5732747408964504
ZNF7	50	5798	9243	4294	488.6560955594055	0.6025839939956986	0.7167258276974497
MYB	50	19076	16984	14720	2954.1969909729187	0.8191741549556539	0.8386292381622683
TFE3	50	12184	14741	8337	1637.6798030455002	0.624911736544635	0.6352282191175161
TCF21	50	9612	5281	5044	462.85193763107503	0.7399414258655252	0.9508109761401822
EGR1	50	28963	33707	24997	8901.758375125377	0.8023316861261166	0.8023053570581384
CUX1	50	4932	4498	4058	202.2808060545272	0.8624843446686408	0.8975724482596186
SALL4	50	2058	7	5	0.1313577094921127	0.358357628765792	0.7088216396471981
NFE2L2	50	8762	3456	1364	276.11445244825387	0.275174073440023	0.34211468660855726
GATA4	50	15402	9895	6871	1389.6488556578827	0.5702510006542532	0.6444591235940201
SETDB1	50	1807	2681	1093	44.17404030272636	0.5062768251527948	0.5949685242197059
TRPS1	50	8195	8917	4869	666.3154463390171	0.5700892160999655	0.55822295697292
VEZF1	50	416	15073	194	57.17487006473967	0.23960842489627404	0.3813142350424188
SAP30	50	17475	17115	13235	2727.132533965533	0.7653329722315214	0.7303283471883835
ZNF331	50	12242	14629	10766	1632.9736299808517	0.8076834680436655	0.8608731896292444
GTF2B	50	11464	9075	7266	948.6258776328987	0.7172356727203519	0.7773914943171404
CDK9	50	34489	37640	29506	11837.019786632625	0.8197096286517942	0.7800192321791172
ZNF341	50	9782	1414	1258	126.12152822102672	0.5091391196542909	0.8788705585050164
TRIM28	50	18197	33640	15042	5581.718610376584	0.6368830134744742	0.7499064901877562
ZBTB12	50	3997	1055	765	38.45021427920124	0.4582560142855957	0.7147213013336366
HDAC3	50	4782	5919	2635	258.0893407495213	0.49810061298037944	0.5254106100415973
PCBP1	50	10566	1576	1507	151.8374760645573	0.5494227846045788	0.95155047346048
FOSL1	50	14401	13753	9149	1805.935561229142	0.6502698897927608	0.6146333667491568
IRF2	50	10957	8191	6955	818.3531230053798	0.7419283560902055	0.8323532890396831
BANF1	50	5306	3537	2716	171.12539436491292	0.6398778685632398	0.756081228152262
MEF2A	50	6141	345	307	19.31836418345947	0.46992346523367534	0.8833216373876058
LEF1	50	8418	4602	2837	353.2382237621957	0.47674350889616	0.584584852492513
CDX2	50	3364	3986	1189	122.26592504787088	0.32587115248196274	0.32906279487711576
ZNF711	50	10997	5720	4127	573.5646940822468	0.5483938324565314	0.6904653599418126
ARID2	50	19104	28980	16454	5048.18017689432	0.7145282355531973	0.8114659953421007
KMT2C	50	15806	13855	11941	1996.828029543175	0.808663765679616	0.8385923222594094
NFKB2	50	18388	3356	2798	562.6892313303547	0.4929475433919048	0.8002370497910064
SIX5	50	5284	4626	4017	222.88487280021883	0.8142861596224218	0.861688831110055
FOXA2	50	31238	37358	24980	10640.915510166864	0.7341662091331567	0.6961705913723376
NANOG	50	21935	23291	16636	4658.412373484089	0.7363449629090488	0.6932843386348382
CEBPA	50	19183	17000	13951	2973.566153004468	0.7739527844813576	0.7826247189229002
ZKSCAN8	50	2441	6121	1832	136.23927236254218	0.5249047928097046	0.7357643278552963
ZFP36	50	2651	832	727	20.111534603811435	0.5740171071148767	0.8706718909366921
ZBTB7B	50	8801	6798	5197	545.5384152457372	0.6774953175872422	0.7439408498080483
TRIM24	50	10777	14478	7301	1422.7172973465852	0.5908718097664232	0.6284055004010083
ZFP64	50	2995	5252	2643	143.42792012400838	0.6928538233944108	0.8765593188107987
PBX3	50	5295	13150	4266	634.8978754445154	0.565038184383718	0.7791893884518349
ZNF766	50	7944	9087	4256	658.2212820279019	0.5020558235811792	0.49380839814655986
MGA	50	8725	13230	6252	1052.5371569253214	0.5945619814305856	0.6776784651056108
MTA3	50	9048	10578	4798	872.7067019239537	0.4919329216887258	0.4801409753702433
ZNF217	50	13679	3817	3368	476.08956870611837	0.5642925904122678	0.865605496096431
MECOM	50	29737	24375	21655	6609.2766937175165	0.8083138143536973	0.846896185812028
LYL1	50	5156	6528	4125	306.90588128020426	0.7159660860562223	0.7873829678785048
DDX20	50	2243	2280	1691	46.63116622595058	0.7477838460395304	0.7486760914142588
ARID3A	50	3827	1728	765	60.29958967812529	0.3213019064105914	0.42255815610542663
PRDM4	50	2544	118	70	2.737229871432479	0.31036803112674555	0.5835602428567406
RYBP	50	10256	234	144	21.882957964803502	0.31471258850354017	0.5757059445272373
PKNOX1	50	7630	10488	6963	729.674842709948	0.7882417576650042	0.9033378884623534
TAF15	50	2654	7993	2347	193.429579648035	0.5889787371410421	0.8752321829683354
E2F4	50	14397	13634	11324	1789.8121455274916	0.8085616931444519	0.8049676323625924
ETV4	50	8130	3986	3506	295.4881006656333	0.6554104186300267	0.8699367423563722
